Player,Real,Predicted
Ronald Torreyes,0.9086666666666666,0.83917683
Ronnie Dawson,0.745,0.7769191
Ronny Rodriguez,0.619,0.82076436
Rosell Herrera,0.677,0.77894616
Rougned Odor,0.7800000000000001,0.8008196
Rowdy Tellez,0.54325,0.79801154
Russell Martin,1.1,0.8584685
Ryan Braun,0.5655000000000001,0.7794924
Ryan Cordell,0.659,0.8058547
Ryan Court,0.282,0.77825797
Ryan Flaherty,0.83,0.84415275
Ryan Goins,0.621,0.8155397
Ryan Jeffers,0.7184999999999999,0.8012959
Ryan LaMarre,0.75,0.8110071
Ryan Lavarnway,0.57275,0.7995576
Ryan McBroom,0.7406666666666667,0.8121137
Ryan McKenna,0.603,0.7769191
Ryan McMahon,0.6333333333333333,0.7995534
Ryan Mountcastle,0.5185,0.78991795
Ryan O'Hearn,0.7263333333333334,0.8077348
Ryan Schimpf,0.6990000000000001,0.8187073
Ryan Zimmerman,0.563,0.8014865
Ryder Jones,0.857,0.85194373
Ryon Healy,0.654,0.78713596
Salvador Perez,0.556,0.78564787
Sam Haggerty,0.6915,0.7898238
Sam Hilliard,0.7253333333333334,0.80167663
Sam Huff,0.608,0.7769191
Sam Travis,0.7809999999999999,0.8464507
Sandy Leon,0.5373333333333333,0.7960901
Santiago Espinal,0.6735,0.78021634
Scooter Gennett,0.77,0.81710577
Scott Heineman,0.8553333333333333,0.8157522
Scott Kingery,0.674,0.77920675
Scott Schebler,0.87,0.8335031
Sean Murphy,0.6993333333333333,0.782715
Sean Rodriguez,0.569,0.78281426
Sebastian Rivero,0.9390000000000001,0.85824823
Seby Zavala,0.6799999999999999,0.81406295
Sergio Alcantara,0.7955000000000001,0.7868184
Seth Brown,0.7935000000000001,0.8228522
Seth Mejias-Brean,0.698,0.7769191
Shed Long,0.7323333333333334,0.7934173
Sheldon Neuse,0.7969999999999999,0.80564874
Sherman Johnson,0.81,0.82130796
Sherten Apostel,0.409,0.7769191
Shin-Soo Choo,0.6965,0.7773318
Shogo Akiyama,0.7494999999999999,0.81123626
Shohei Ohtani,0.699,0.79458034
Skye Bolt,0.7435,0.81079113
Socrates Brito,0.61,0.7769191
Starlin Castro,0.7366666666666667,0.8040333
Starling Marte,0.6625000000000001,0.7939098
Stephen Piscotty,0.763,0.7887938
Stephen Vogt,0.87125,0.82235205
Steve Baron,0.78,0.8009349
Steve Pearce,0.628,0.7769191
Steven Duggar,0.6849999999999999,0.81511337
Steven Souza,0.602,0.7863465
Stevie Wilkerson,0.7415,0.8171202
Stuart Fairchild,0.462,0.7769191
Taylor Davis,0.7635,0.79959744
Taylor Jones,0.6399999999999999,0.7769191
Taylor Motter,0.691,0.7806869
Taylor Trammell,0.821,0.8458106
Taylor Walls,0.823,0.8157498
Taylor Ward,0.7136666666666667,0.8088298
Teoscar Hernandez,0.7066666666666667,0.78253317
Terrance Gore,0.8125,0.8177241
Thairo Estrada,0.463,0.7836796
Tim Anderson,0.5316666666666666,0.7769191
Tim Beckham,0.835,0.8485318
Tim Federowicz,0.6885,0.7769191
Tim Locastro,0.6331999999999999,0.78233784
Tim Lopes,0.47833333333333333,0.7783694
Todd Frazier,0.7687499999999999,0.7972964
Tom Murphy,0.6739999999999999,0.79632854
Tomas Nido,0.7106666666666667,0.8091288
Tommy Edman,0.7496666666666667,0.80787057
Tommy La Stella,0.7667499999999999,0.80602086
Tommy Pham,0.6333333333333333,0.7933426
Tony Kemp,0.7715,0.79494226
Tony Wolters,0.6616666666666667,0.79178363
Travis Blankenhorn,0.48850000000000005,0.7821537
Travis Demeritte,0.6545,0.7836542
Travis Jankowski,0.759,0.80987227
Travis Shaw,0.636,0.7849779
Travis d'Arnaud,0.7605999999999999,0.80357647
Trayce Thompson,0.667,0.79616034
Trea Turner,0.5233333333333333,0.78666914
Trent Grisham,0.7053333333333333,0.80183035
Tres Barrera,0.929,0.84699154
Trevor Larnach,0.748,0.7769191
Trevor Plouffe,0.9520000000000001,0.8580468
Trevor Story,0.641,0.7875248
Trey Mancini,0.675,0.7769191
Troy Stokes,1.0,0.83934975
Troy Tulowitzki,0.5770000000000001,0.7769191
Tucker Barnhart,0.5876666666666667,0.7798439
Tucupita Marcano,0.732,0.8076086
Ty France,0.752,0.8200045
Ty Kelly,0.611,0.8000419
Tyler Austin,0.5449999999999999,0.7986867
Tyler Flowers,0.7865,0.80409795
Tyler Heineman,0.5700000000000001,0.7769191
Tyler Naquin,0.36200000000000004,0.7769191
Tyler Nevin,0.619,0.7991217
Tyler O'Neill,0.7406666666666667,0.79550636
Tyler Saladino,0.8945000000000001,0.84081006
Tyler Stephenson,0.785,0.8118891
Tyler Wade,0.7353333333333333,0.7935289
Tyler White,0.6990000000000001,0.8108115
Tyrone Taylor,0.7163333333333334,0.810759
Tzu-Wei Lin,0.5429999999999999,0.7769191
Victor Caratini,0.7363333333333334,0.81924593
Victor Reyes,0.641,0.78287727
Victor Robles,0.6796666666666665,0.78741604
Vidal Brujan,0.66,0.77938396
Vimael Machin,0.7110000000000001,0.78039306
Vladimir Guerrero,0.45533333333333337,0.78245056
Wander Franco,0.8490000000000001,0.83653575
Webster Rivas,0.752,0.7769191
Welington Castillo,0.223,0.7769191
Whit Merrifield,0.6056666666666667,0.7843115
Wil Myers,0.662,0.7954533
Wilfredo Tovar,0.7865000000000001,0.8024643
Wilkin Castillo,0.7140000000000001,0.7769191
Will Craig,0.807,0.81701386
Will Smith,0.6563333333333333,0.7892527
Willi Castro,0.5753333333333334,0.7858267
William Contreras,0.555,0.823965
Willians Astudillo,0.541,0.7853778
Willie Calhoun,0.785,0.7905014
Willson Contreras,0.5479999999999999,0.8152338
Willy Adames,0.7115,0.8138567
Wilmer Difo,0.7416666666666667,0.8047777
Wilmer Flores,0.6946666666666669,0.7928927
Wilson Ramos,0.5796666666666667,0.7924101
Wyatt Mathisen,0.755,0.8312439
Xander Bogaerts,0.37966666666666665,0.77883726
Yadiel Hernandez,0.6385000000000001,0.7769191
Yadiel Rivera,0.568,0.7769191
Yadier Molina,0.661,0.8034549
Yairo Munoz,0.54,0.7769191
Yan Gomes,0.793,0.8273131
Yandy Diaz,0.7523333333333334,0.80750066
Yangervis Solarte,0.49700000000000005,0.78795046
Yasiel Puig,0.697,0.8097563
Yasmani Grandal,0.5670000000000001,0.7944452
Yermin Mercedes,0.852,0.837125
Yoan Moncada,0.6236666666666667,0.7997784
Yoenis Cespedes,0.7509999999999999,0.7812856
Yolmer Sanchez,0.7315,0.81201506
Yonathan Daza,0.5425,0.7800687
Yonder Alonso,0.847,0.84563196
Yordan Alvarez,0.5593333333333333,0.7910658
Yoshi Tsutsugo,0.6826666666666666,0.7912155
Yu Chang,0.5296666666666666,0.8019647
Yuli Gurriel,0.6826666666666666,0.79508644
Zach Green,0.726,0.8054025
Zach McKinstry,0.757,0.8165122
Zach Vincej,0.841,0.8485978
Zack Collins,0.5896666666666667,0.7824701
Zack Cozart,0.637,0.7769191
Zack Short,0.622,0.7769191
